,song_name,album_name,album_link,artist_name,popularity,release_date,song_link,duration_ms,explicit
1,Cupid - Twin Ver.,The Beginning: Cupid,https://open.spotify.com/album/5letLUZIFsQikJYShfGNs4,FIFTY FIFTY,98,2023-02-24,https://open.spotify.com/track/7FbrGaHYVDmfr7KoLIZnQ7,174253,False
2,Like Crazy,FACE,https://open.spotify.com/album/4xc3Lc9yASZgEJGH7acWMB,Jimin,96,2023-03-24,https://open.spotify.com/track/3Ua0m0YmEjrMi9XErKcNiR,212241,False
3,MONEY,LALISA,https://open.spotify.com/album/4ASxFYWyk2216OloHoaSh8,LISA,96,2021-09-10,https://open.spotify.com/track/45OX2jjEw1l7lOFJfDP9fv,168227,False
4,Take Two,Take Two,https://open.spotify.com/album/3jeQDa9OFZ6GndLindHx3k,BTS,95,2023-06-09,https://open.spotify.com/track/5IAESfJjmOYu7cHyX557kz,229953,False
5,Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),https://open.spotify.com/album/53985D8g3JcGBoULSOYYKX,Jung Kook,97,2023-07-14,https://open.spotify.com/track/7x9aauaA9cu6tyfpHnqDLo,184400,True
6,Like Crazy,Like Crazy (Remixes),https://open.spotify.com/album/639nejcoHHwxJCKqr35ww2,Jimin,93,2023-03-26,https://open.spotify.com/track/58BWnoFDNaeM0vwA0K3fqb,212241,False
7,Super Shy,NewJeans 'Super Shy',https://open.spotify.com/album/5V729UqvhwNOcMejx0m55I,NewJeans,93,2023-07-07,https://open.spotify.com/track/5sdQOyqq2IDhvmx2lHOpwd,154666,False
8,OMG,NewJeans 'OMG',https://open.spotify.com/album/45ozep8uHHnj5CCittuyXj,NewJeans,92,2023-01-02,https://open.spotify.com/track/65FftemJ1DbbZ45DUfHJXE,212253,False
9,Seven (feat. Latto) (Clean Ver.),Seven (feat. Latto),https://open.spotify.com/album/53985D8g3JcGBoULSOYYKX,Jung Kook,93,2023-07-14,https://open.spotify.com/track/5Avril3IZ26DPVFHbJX8o6,184160,False
10,Still With You,Still With You,https://open.spotify.com/album/0i3baFZqWSrjjgTWrhKunB,Jung Kook,91,2020-06-05,https://open.spotify.com/track/0eFMbKCRw8KByXyWBw8WO7,239905,False
11,Ditto,Ditto,https://open.spotify.com/album/7bnqo1fdJU9nSfXQd3bSMe,NewJeans,89,2022-12-19,https://open.spotify.com/track/3r8RuvgbX9s7ammBn07D3W,185506,False
12,Bite Me,DARK BLOOD,https://open.spotify.com/album/7q65W5gVANjh1j1KXLeU0f,ENHYPEN,89,2023-05-22,https://open.spotify.com/track/7mpdNiaQvygj2rHoxkzMfa,157531,False
13,Hype Boy,NewJeans 1st EP 'New Jeans',https://open.spotify.com/album/1HMLpmZAnNyl9pxvOnTovV,NewJeans,88,2022-08-01,https://open.spotify.com/track/0a4MMyCrzT0En247IhqZbD,179026,False
14,UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,https://open.spotify.com/album/4Oz7K9DRwwGMN49i4NbVDT,LE SSERAFIM,88,2023-05-01,https://open.spotify.com/track/51vRumtqbkNW9wrKfESwfu,182148,False
15,Super,SEVENTEEN 10th Mini Album 'FML',https://open.spotify.com/album/1JBzeeCJ3axQMVkqWbKh0I,SEVENTEEN,87,2023-04-24,https://open.spotify.com/track/3AOf6YEpxQ894FmrwI9k96,200386,False
16,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],https://open.spotify.com/album/0gr5OmB74UhoANEXwYT3gE,Jung Kook,88,2022-11-20,https://open.spotify.com/track/1RDvyOk4WtPCtoqciJwVn8,201391,False
17,My You,My You,https://open.spotify.com/album/2JtVLn2oCVjOik77fh75uU,Jung Kook,88,2022-06-13,https://open.spotify.com/track/0pNFrM5L0te1EXGxveeYiR,165070,False
18,New Jeans,NewJeans 'Super Shy',https://open.spotify.com/album/5V729UqvhwNOcMejx0m55I,NewJeans,88,2023-07-07,https://open.spotify.com/track/6rdkCkjk6D12xRpdMXy0I2,108986,False
19,FLOWER,ME,https://open.spotify.com/album/2xvV55nQYyhozbXtbqwPql,JISOO,87,2023-03-31,https://open.spotify.com/track/0bC7GKnxh9W9JIvJ6HVWxc,174216,False
20,Like Crazy (English Version),FACE,https://open.spotify.com/album/4xc3Lc9yASZgEJGH7acWMB,Jimin,87,2023-03-24,https://open.spotify.com/track/0u8rZGtXJrLtiSe34FPjGG,212253,False
21,Cupid,The Beginning: Cupid,https://open.spotify.com/album/5letLUZIFsQikJYShfGNs4,FIFTY FIFTY,86,2023-02-24,https://open.spotify.com/track/5mg3VB3Qh7jcR5kAAC4DSV,174253,False
22,"Eve, Psyche & The Bluebeard’s wife",UNFORGIVEN,https://open.spotify.com/album/4Oz7K9DRwwGMN49i4NbVDT,LE SSERAFIM,86,2023-05-01,https://open.spotify.com/track/4QhnNyKDsAkXPwHkSnuc89,185538,False
23,The Astronaut,The Astronaut,https://open.spotify.com/album/6nT2VfGN07ar1vdZyJY6ox,JIN,86,2022-10-28,https://open.spotify.com/track/0h7QMc9ZRzA9QJrbEHytn2,282463,False
24,Attention,NewJeans 1st EP 'New Jeans',https://open.spotify.com/album/1HMLpmZAnNyl9pxvOnTovV,NewJeans,85,2022-08-01,https://open.spotify.com/track/2pIUpMhHL6L9Z5lnKxJJr9,180066,False
25,The Planet,The Planet,https://open.spotify.com/album/7uaI73cqw8YC2ViewZAai5,BTS,85,2023-05-12,https://open.spotify.com/track/4IJsVXbSeGPUrgwpVoHmlg,178156,False
26,Run BTS,Proof,https://open.spotify.com/album/6al2VdKbb6FIz9d7lU7WRB,BTS,85,2022-06-10,https://open.spotify.com/track/69xohKu8C1fsflYAiSNbwM,204939,False
27,Tally,BORN PINK,https://open.spotify.com/album/0S4pP8MBY9p7ngFWIZQAJv,BLACKPINK,84,2022-09-16,https://open.spotify.com/track/6Ho58vQUjGnBU9m8Z6uNcv,184248,True
28,Set Me Free Pt.2,Set Me Free Pt.2,https://open.spotify.com/album/781fDX4OibkZA9fj56Ycbz,Jimin,85,2023-03-17,https://open.spotify.com/track/59hBR0BCtJsfIbV9VzCVAp,200929,True
29,Spicy,MY WORLD - The 3rd Mini Album,https://open.spotify.com/album/69xF8jTd0c4Zoo7DT3Rwrn,aespa,84,2023-05-08,https://open.spotify.com/track/1ULdASrNy5rurl1TZfFaMP,197040,False
30,Do It Like That,Do It Like That,https://open.spotify.com/album/0Z1ebaoFTQDDzebTh3fD2P,TOMORROW X TOGETHER,85,2023-07-07,https://open.spotify.com/track/7kaFsQygyiCqRboWCXztxZ,145065,False
31,Rover,Rover - The 3rd Mini Album,https://open.spotify.com/album/5gzd4IZ9KTwW6Hhgll1K7U,KAI,84,2023-03-13,https://open.spotify.com/track/3WUyu94psXrYV6HZbXgcFA,174506,False
32,Shut Down,BORN PINK,https://open.spotify.com/album/0S4pP8MBY9p7ngFWIZQAJv,BLACKPINK,83,2022-09-16,https://open.spotify.com/track/6tCd8bPvYnceDG7W9M1RMk,175889,False
33,Sugar Rush Ride,The Name Chapter: TEMPTATION,https://open.spotify.com/album/7gkb4MxKe9rnoR3wxbJXJg,TOMORROW X TOGETHER,83,2023-01-27,https://open.spotify.com/track/0rhI6gvOeCKA502RdJAbfs,186570,False
34,on the street (with J. Cole),on the street (with J. Cole),https://open.spotify.com/album/70xdtgH5XuYTqBNdNbUwGO,j-hope,83,2023-03-03,https://open.spotify.com/track/5wxYxygyHpbgv0EXZuqb9V,214701,True
35,Stay Alive (Prod. SUGA of BTS),Stay Alive (Prod. SUGA of BTS),https://open.spotify.com/album/6nvSZLAsbg56fGSCVm8fL9,Jung Kook,83,2022-02-11,https://open.spotify.com/track/7CAdT0HdiQNlt1C7xk2hep,210928,False
36,Shoong! (feat. LISA of BLACKPINK),Down to Earth,https://open.spotify.com/album/6q2v2FAOpb3Rk2avT7mxQS,TAEYANG,82,2023-04-25,https://open.spotify.com/track/0oJRiblEiQgTg2hRfnacIt,205101,False
37,LOVE DIVE,LOVE DIVE,https://open.spotify.com/album/1AFVTHHm7kKoQ6Rgb25x3p,IVE,83,2022-04-05,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi,177186,False
38,First Class,Come Home The Kids Miss You,https://open.spotify.com/album/2eE8BVirX9VF8Di9hD90iw,Jack Harlow,84,2022-05-06,https://open.spotify.com/track/0wHFktze2PHC5jDt3B17DC,173947,True
39,As If It's Your Last,As If It's Your Last,https://open.spotify.com/album/7ikmjsvRzDRzxHN0KXSQdv,BLACKPINK,82,2017-06-22,https://open.spotify.com/track/4ZxOuNHhpyOj4gv52MtQpT,213264,False
40,Face-off,FACE,https://open.spotify.com/album/4xc3Lc9yASZgEJGH7acWMB,Jimin,82,2023-03-24,https://open.spotify.com/track/3OdIiWnYRHPYtC313Z0Bwy,229627,True
41,ANTIFRAGILE,ANTIFRAGILE,https://open.spotify.com/album/3u0ggfmK0vjuHMNdUbtaa9,LE SSERAFIM,83,2022-10-17,https://open.spotify.com/track/4fsQ0K37TOXa3hEQfjEic1,184444,False
42,Cookie,NewJeans 1st EP 'New Jeans',https://open.spotify.com/album/1HMLpmZAnNyl9pxvOnTovV,NewJeans,81,2022-08-01,https://open.spotify.com/track/2DwUdMJ5uxv20EhAildreg,235562,False
43,Cream Soda,EXIST – The 7th Album,https://open.spotify.com/album/4qMcBYh4ZlwDeb7vfgZO61,EXO,83,2023-07-10,https://open.spotify.com/track/42h7yc9Rda1IOMYLACVgld,185320,False
44,LALISA,LALISA,https://open.spotify.com/album/4ASxFYWyk2216OloHoaSh8,LISA,82,2021-09-10,https://open.spotify.com/track/2KZ3sNqPogEyMUUH6A5HFy,200689,False
45,Set Me Free Pt.2,FACE,https://open.spotify.com/album/4xc3Lc9yASZgEJGH7acWMB,Jimin,82,2023-03-24,https://open.spotify.com/track/1fpj1CJPxY3YvN3AMAEYvt,200929,True
46,Butter,Proof,https://open.spotify.com/album/6al2VdKbb6FIz9d7lU7WRB,BTS,81,2022-06-10,https://open.spotify.com/track/6jjYDGxVJsWS0a5wlVF5vS,164952,False
47,Like Crazy (English Version),Like Crazy (Remixes),https://open.spotify.com/album/639nejcoHHwxJCKqr35ww2,Jimin,81,2023-03-26,https://open.spotify.com/track/6EY9e6LyPWmL8hUS5E1P0h,212253,False
48,Typa Girl,BORN PINK,https://open.spotify.com/album/0S4pP8MBY9p7ngFWIZQAJv,BLACKPINK,80,2022-09-16,https://open.spotify.com/track/3BHR1mJOqn2UZyq98YKPgd,179172,True
49,seasons,summer flows 0.02,https://open.spotify.com/album/4R3ERcDOQP7o1Lkok2uO7E,wave to earth,81,2020-08-04,https://open.spotify.com/track/1acVBP8BcK6LTeNeFjfxnh,256000,False
50,Pink Venom,BORN PINK,https://open.spotify.com/album/0S4pP8MBY9p7ngFWIZQAJv,BLACKPINK,80,2022-09-16,https://open.spotify.com/track/5P3o95Jf0YBQRQ4j2XPpfC,186964,False
51,Alone,FACE,https://open.spotify.com/album/4xc3Lc9yASZgEJGH7acWMB,Jimin,81,2023-03-24,https://open.spotify.com/track/5Hfnps0jaWFpYg55WOPexG,211250,False
52,Hurt,NewJeans 1st EP 'New Jeans',https://open.spotify.com/album/1HMLpmZAnNyl9pxvOnTovV,NewJeans,80,2022-08-01,https://open.spotify.com/track/5expoVGQPvXuwBBFuNGqBd,177946,False
53,BOOMBAYAH,SQUARE ONE,https://open.spotify.com/album/0FOOodYRlj7gzh7q7IjmNZ,BLACKPINK,80,2016-08-08,https://open.spotify.com/track/13MF2TYuyfITClL1R2ei6e,240793,False
54,GRL GVNG,GRL GVNG,https://open.spotify.com/album/0s6tMsTvOqtqmFxJogsIJS,XG,81,2023-06-30,https://open.spotify.com/track/5OqMZ8In8CkCa0SbknnDPl,188093,False
55,Let Me In,Let Me In,https://open.spotify.com/album/6QcaLmC3oxXlQ3L92VMVHl,EXO,80,2023-06-12,https://open.spotify.com/track/5e6hUjvQG2inD4Svco0PvP,197533,False
56,Permission to Dance,Permission to Dance,https://open.spotify.com/album/5ExDI42RCtISkQXAgv8dtZ,BTS,80,2021-07-23,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry,187585,False
57,Hold On Tight,Hold On Tight,https://open.spotify.com/album/4bWGRs1SqNwFXaRDXRAANN,aespa,80,2023-03-30,https://open.spotify.com/track/1o844wI52S3TjXGBwvGcc7,149718,False
58,Broken Melodies,Broken Melodies,https://open.spotify.com/album/6OU3xeJICT2dtRkmsoIR8P,NCT DREAM,79,2023-06-19,https://open.spotify.com/track/4lPrJunJWnw4zGUpa6yWcH,226160,False
59,Tinnitus (Wanna be a rock),The Name Chapter: TEMPTATION,https://open.spotify.com/album/7gkb4MxKe9rnoR3wxbJXJg,TOMORROW X TOGETHER,80,2023-01-27,https://open.spotify.com/track/0f0SbtoKGe41cX5LzlnX6X,157261,False
60,HOT,SEVENTEEN 4th Album 'Face the Sun',https://open.spotify.com/album/4lfFgz2rD1irxf7dZhNJht,SEVENTEEN,79,2022-05-27,https://open.spotify.com/track/6I2tqFhk8tq69iursYxuxd,197586,False
61,Yet To Come,Proof,https://open.spotify.com/album/6al2VdKbb6FIz9d7lU7WRB,BTS,79,2022-06-10,https://open.spotify.com/track/10SRMwb9EuVS1K9rYsBfHQ,193593,False
62,Love Shot,LOVE SHOT– The 5th Album Repackage,https://open.spotify.com/album/3r5m8utqRZYJnpep7xxVyq,EXO,79,2018-12-13,https://open.spotify.com/track/0yB4jrSwN0bFtFRDR5vyMj,200306,False
63,Drunk-Dazed,BORDER : CARNIVAL,https://open.spotify.com/album/4LGYBcRsteiXjcPD4QQvxv,ENHYPEN,80,2021-04-26,https://open.spotify.com/track/1wcr8DjnN59Awev8nnKpQ4,193260,False
64,How You Like That,THE ALBUM,https://open.spotify.com/album/2gNPnKP1PDkB5SZz3IMKuX,BLACKPINK,79,2020-10-02,https://open.spotify.com/track/6bvZRLLkBKkmgpBJTTj3QK,180956,False
65,PLAYING WITH FIRE,SQUARE TWO,https://open.spotify.com/album/2Fna4Tb7fme5aHsNMJtVtp,BLACKPINK,79,2016-11-01,https://open.spotify.com/track/7qmvLmX9tyaTiBAVNI6YEn,197288,False
66,LEFT RIGHT,SHOOTING STAR,https://open.spotify.com/album/1Gi6ij4Jxc4qE35i3I0gqS,XG,80,2023-01-25,https://open.spotify.com/track/3v5o91PrUtf0nmO6j8J7dZ,208065,False
67,Seven (feat. Latto) (Clean Ver.),Seven (Weekday Ver.),https://open.spotify.com/album/7pPaEvQFccrBU1VXhUWBI7,Jung Kook,80,2023-07-17,https://open.spotify.com/track/50Af7YTMHGNbYyvgofTAGf,184160,False
68,Polaroid Love,DIMENSION : ANSWER,https://open.spotify.com/album/3nOj9hsnptBEDt9ie2lra5,ENHYPEN,80,2022-01-10,https://open.spotify.com/track/5elW2CKSoqjYoJ32AGDxf1,184601,False
69,Candy,Candy - Winter Special Mini Album,https://open.spotify.com/album/6lqazNXadymQLwUh41qW2K,NCT DREAM,78,2022-12-16,https://open.spotify.com/track/27bIik73QCu8Xzt3xpG1bI,217066,False
70,Seven (feat. Latto) (Explicit Ver.),Seven (Weekday Ver.),https://open.spotify.com/album/7pPaEvQFccrBU1VXhUWBI7,Jung Kook,79,2023-07-17,https://open.spotify.com/track/3t1TAfnoXfnMclelI70UaX,184400,True
71,WHISTLE,SQUARE ONE,https://open.spotify.com/album/0FOOodYRlj7gzh7q7IjmNZ,BLACKPINK,78,2016-08-08,https://open.spotify.com/track/6NEoeBLQbOMw92qMeLfI40,211631,False
72,ELEVEN,ELEVEN,https://open.spotify.com/album/1XMYvsHRt52sMi6wittWqI,IVE,79,2021-12-01,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,178453,False
73,SHOOTING STAR,SHOOTING STAR,https://open.spotify.com/album/1Gi6ij4Jxc4qE35i3I0gqS,XG,79,2023-01-25,https://open.spotify.com/track/3IelG5zYpWWCZIH4cqWlPV,203556,False
74,ANTIFRAGILE,UNFORGIVEN,https://open.spotify.com/album/4Oz7K9DRwwGMN49i4NbVDT,LE SSERAFIM,79,2023-05-01,https://open.spotify.com/track/0bMoNdAnxNR0OuQbGDovrr,184444,False
75,They Don't Love It,Jackman.,https://open.spotify.com/album/1ep4OEfNOhvcY85STfEtKy,Jack Harlow,80,2023-04-28,https://open.spotify.com/track/2dSKFFNoNXKo3hPnlwUdPe,113292,True
76,Perfume,Perfume - The 1st Mini Album,https://open.spotify.com/album/3sVBVr420an61GAwib9AYk,NCT DOJAEJUNG,79,2023-04-17,https://open.spotify.com/track/0jd4aa9XgV5eom0ez0WBrD,167626,False
77,FEVER,BORDER : CARNIVAL,https://open.spotify.com/album/4LGYBcRsteiXjcPD4QQvxv,ENHYPEN,79,2021-04-26,https://open.spotify.com/track/0UzymivvUH5s8z4PeWZJaK,172106,False
78,Psycho,‘The ReVe Festival’ Finale,https://open.spotify.com/album/3rVtm00UfbuzWOewdm4iYM,Red Velvet,78,2019-12-23,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,210560,False
79,Fighting (Feat. Lee Young Ji),BSS 1st Single Album 'SECOND WIND',https://open.spotify.com/album/4dHtpne5cAAGgDYFNHu7jW,BSS,78,2023-02-06,https://open.spotify.com/track/7eBpUuPnDTfbeP1P4P93CS,204466,False
80,Zero,Zero,https://open.spotify.com/album/2zYcjcNUzcgMntymoukwZR,NewJeans,78,2023-04-03,https://open.spotify.com/track/5LMoKDVzW2kDneNu2UbspP,154194,False
81,On The Ground,R,https://open.spotify.com/album/52MYcZ4Hzvy9vJcPicjfHZ,ROSÉ,78,2021-03-12,https://open.spotify.com/track/2xgACMNtJ5YktyvOC83SPO,168085,False
82,Sour Grapes,FEARLESS,https://open.spotify.com/album/4Mc7WwYH41hgUWeKX25Sot,LE SSERAFIM,78,2022-05-02,https://open.spotify.com/track/6wBpO4Xc4YgShnENGSFA1M,196540,False
83,WHATS POPPIN,Sweet Action,https://open.spotify.com/album/7AaqMMiYMvnMB3RcS8u3EY,Jack Harlow,79,2020-03-13,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,139741,True
84,Sacrifice (Eat Me Up),DARK BLOOD,https://open.spotify.com/album/7q65W5gVANjh1j1KXLeU0f,ENHYPEN,78,2023-05-22,https://open.spotify.com/track/58ItBuVuKc03DvqSeZFnH1,202488,False
85,bad,0.1 flaws and all.,https://open.spotify.com/album/0kT2Dn4QknHk92h76ZcMk0,wave to earth,78,2023-04-20,https://open.spotify.com/track/5TZKpQFKCbIlWGD8DzHbC6,263250,False
86,Lovesick Girls,THE ALBUM,https://open.spotify.com/album/2gNPnKP1PDkB5SZz3IMKuX,BLACKPINK,77,2020-10-02,https://open.spotify.com/track/1GMufNnkKAnPLnqKJ5HHxW,192765,False
87,SOLO,SOLO,https://open.spotify.com/album/6ahu9PIZBzbOR4ZYhBtike,JENNIE,77,2018-11-12,https://open.spotify.com/track/1R0hxCA5R7z5TiaXBZR7Mf,169566,False
88,0X1=LOVESONG (I Know I Love You) feat. Seori,The Chaos Chapter: FREEZE,https://open.spotify.com/album/5Zdr9vactwnJH4Vpe9Mid9,TOMORROW X TOGETHER,77,2021-05-31,https://open.spotify.com/track/1Z8TPHiKeCUyClxV6WTTIf,202203,False
89,Tyler Herro,Thats What They All Say,https://open.spotify.com/album/5g2INX6dnMIJG0xKygXwF3,Jack Harlow,79,2020-12-11,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ,156578,True
90,Bills,DARK BLOOD,https://open.spotify.com/album/7q65W5gVANjh1j1KXLeU0f,ENHYPEN,78,2023-05-22,https://open.spotify.com/track/2nfluhFVrO5OBXPzRWlwlz,175752,False
91,Promise,Promise,https://open.spotify.com/album/7zugzVgHDiDlcwvsLxz43A,Jimin,77,2018-12-31,https://open.spotify.com/track/2RUcwyW74Sv4VracHFrKdh,151011,False
92,FEARLESS,FEARLESS,https://open.spotify.com/album/4Mc7WwYH41hgUWeKX25Sot,LE SSERAFIM,78,2022-05-02,https://open.spotify.com/track/296nXCOv97WJNRWzIBQnoj,168437,False
93,Hard to Love,BORN PINK,https://open.spotify.com/album/0S4pP8MBY9p7ngFWIZQAJv,BLACKPINK,76,2022-09-16,https://open.spotify.com/track/1I2MEjnS9c4OPMnKWbIuYs,162569,True
94,Hear Me Out,Hear Me Out,https://open.spotify.com/album/6CYyZb52ZwPm9wkwpCbMFJ,EXO,76,2023-06-30,https://open.spotify.com/track/44EXniDpWap2veS1gH1svO,204093,False
95,Rock with you,SEVENTEEN 9th Mini Album 'Attacca',https://open.spotify.com/album/2PIReru2w5i4JXOzeZnamd,SEVENTEEN,76,2021-10-22,https://open.spotify.com/track/6LnEoRQKMcaFTR5UvaKuBy,180360,False
96,Gone,R,https://open.spotify.com/album/52MYcZ4Hzvy9vJcPicjfHZ,ROSÉ,77,2021-03-12,https://open.spotify.com/track/2ayIgfvWo3SfYP2pVOr4pC,207163,False
97,Barbie Dreams (feat. Kaliii) [From Barbie The Album],Barbie Dreams (feat. Kaliii) [From Barbie The Album],https://open.spotify.com/album/5x9fQvlmhZqWoifJs9dVVL,FIFTY FIFTY,78,2023-07-06,https://open.spotify.com/track/7njDhlprmHJ1I9pM0rxMON,149438,False
98,All Eyes On Me,ME,https://open.spotify.com/album/2xvV55nQYyhozbXtbqwPql,JISOO,77,2023-03-31,https://open.spotify.com/track/7e4OpsQwklauQSXlBvM5WD,163522,False
99,Dreamers - Music from the FIFA World Cup Qatar 2022 Official Soundtrack,FIFA World Cup Qatar 2022™ (Official Soundtrack),https://open.spotify.com/album/5qgUwE4mhus7MiHbOIiNps,FIFA Sound,76,2022-12-09,https://open.spotify.com/track/5zSfwywpopZnxNn11CnXQt,201391,False
100,Seven (feat. Latto) (Summer Mix),Seven (Weekday Ver.),https://open.spotify.com/album/7pPaEvQFccrBU1VXhUWBI7,Jung Kook,76,2023-07-17,https://open.spotify.com/track/0aP1rlawWVSjuDSo7dbWRI,201706,False
101,F*ck My Life,SEVENTEEN 10th Mini Album 'FML',https://open.spotify.com/album/1JBzeeCJ3axQMVkqWbKh0I,SEVENTEEN,76,2023-04-24,https://open.spotify.com/track/3tgWMPOY4stCdKYj5NjrAe,202280,False
102,Thirsty,MY WORLD - The 3rd Mini Album,https://open.spotify.com/album/69xF8jTd0c4Zoo7DT3Rwrn,aespa,76,2023-05-08,https://open.spotify.com/track/6nICBdDevG4NZysIqDFPEa,193413,False
103,Good Boy Gone Bad,minisode 2: Thursday's Child,https://open.spotify.com/album/1o8jYrnyZueTPIdhlHuTc8,TOMORROW X TOGETHER,76,2022-05-09,https://open.spotify.com/track/1HsSIPLTQT354yJcQGfEY3,191038,False
104,Seven (feat. Latto) (Band Ver.),Seven (Weekday Ver.),https://open.spotify.com/album/7pPaEvQFccrBU1VXhUWBI7,Jung Kook,75,2023-07-17,https://open.spotify.com/track/1zAYWqTX6qyRCKe9KuCUx0,189626,False
105,With you,"Our Blues, Pt. 4 (Original Television Soundtrack)",https://open.spotify.com/album/3Zu8uym76sjmYEGTFsXnSy,Jimin,76,2022-04-24,https://open.spotify.com/track/2gzhQaCTeNgxpeB2TPllyY,201905,False
106,LO$ER=LO♡ER,The Chaos Chapter: FIGHT OR ESCAPE,https://open.spotify.com/album/2CjIfWoFITACUOlWGB7os5,TOMORROW X TOGETHER,76,2021-08-17,https://open.spotify.com/track/21aOLk12MksET8AsbU0SI6,199919,False
107,Stay With Me,"Guardian (Original Television Soundtrack), Pt. 1",https://open.spotify.com/album/6Pr1DaOWfT6hEewhZMRyqg,CHANYEOL,76,2016-12-03,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,192441,False
108,STAY,SQUARE TWO,https://open.spotify.com/album/2Fna4Tb7fme5aHsNMJtVtp,BLACKPINK,76,2016-11-01,https://open.spotify.com/track/3tP6QKbXvtrxiDI7QwKyUf,230322,False
109,SHALALA,SHALALA - The 1st Mini Album,https://open.spotify.com/album/4nVXazKGLH0udmv0licmlp,TAEYONG,76,2023-06-05,https://open.spotify.com/track/2gAX00D7NOBKdcKbOXdpFR,201106,False
110,ICKY,KARD 6th Mini Album 'ICKY',https://open.spotify.com/album/5xRkcPqJ3KO578D11kj9jd,KARD,76,2023-05-23,https://open.spotify.com/track/1OhotmnsJBmsHaKwACYMgJ,179240,False
111,_WORLD,SEVENTEEN 4th Album Repackage 'SECTOR 17',https://open.spotify.com/album/15pRJdCJtDyzQaY9tGs750,SEVENTEEN,76,2022-07-18,https://open.spotify.com/track/3QwiidVHfeE9y5jl4n2MTC,178453,False
112,HARD,HARD - The 8th Album,https://open.spotify.com/album/3JZJEeWr3LShx36FYbMc5E,SHINee,76,2023-06-26,https://open.spotify.com/track/2VV1RIhTgeJ4PEMYz6TqDB,176720,False
113,Savage,Savage - The 1st Mini Album,https://open.spotify.com/album/3vyyDkvYWC36DwgZCYd3Wu,aespa,76,2021-10-05,https://open.spotify.com/track/3dbLT62Cvs46Ju7a8gpr36,238143,False
114,DARARI,THE SECOND STEP : CHAPTER ONE,https://open.spotify.com/album/17l09k7ZDb4GYwmsIVGcRZ,TREASURE,77,2022-02-15,https://open.spotify.com/track/0dcnrLo8s1rhjm8euGjI4n,220716,False
115,I Don't Understand But I Luv U,SEVENTEEN 10th Mini Album 'FML',https://open.spotify.com/album/1JBzeeCJ3axQMVkqWbKh0I,SEVENTEEN,75,2023-04-24,https://open.spotify.com/track/3acGHJqr9xU1cnCEfLX1Lx,209800,False
116,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",https://open.spotify.com/album/6aHHJHhyAt6fBWwc7baiCw,Fast & Furious: The Fast Saga,76,2023-05-09,https://open.spotify.com/track/5qyjy0xfsHNzWxvXkHVB85,62789,False
117,Devil by the Window,The Name Chapter: TEMPTATION,https://open.spotify.com/album/7gkb4MxKe9rnoR3wxbJXJg,TOMORROW X TOGETHER,75,2023-01-27,https://open.spotify.com/track/53H3sGmqiXWO4MwuZAJfyn,186471,False
118,MOVE (T5),MOVE (T5),https://open.spotify.com/album/4sDoUtMv2BSMxPdrHc5FAx,TREASURE,76,2023-06-28,https://open.spotify.com/track/2oy5yFvjnROux2wTbD7OtR,208314,False
119,Shootout,Shootout,https://open.spotify.com/album/2lQQ5xfJwzELcecvu8gZN5,Izzamuzzic,77,2022-06-30,https://open.spotify.com/track/4pTkDIlpFNoeWbahu8pVXW,295308,False
120,Some,Red Diary Page.1,https://open.spotify.com/album/0d3mf5fBaIBbozCgeEI9AE,BOL4,76,2017-09-28,https://open.spotify.com/track/3jsYQw78lrxJA2ysnmOIf9,181373,False
121,Kill This Love,Kill This Love,https://open.spotify.com/album/3qw2vm3uqKT3EIg95wbg83,BLACKPINK,75,2019-04-05,https://open.spotify.com/track/5GK7eDDTVz7CTge1wJrDQW,189052,False
122,For Youth,Proof,https://open.spotify.com/album/6al2VdKbb6FIz9d7lU7WRB,BTS,75,2022-06-10,https://open.spotify.com/track/4JzCFEc3O2UEdjKzevvFH5,264480,False
123,I DO,I DO,https://open.spotify.com/album/62lN1efwf3MajWlzsSlYFN,(G)I-DLE,76,2023-07-13,https://open.spotify.com/track/6SePnvTZkIXZznc8Ftc6vM,190113,True
124,VIBE (feat. Jimin of BTS),VIBE (feat. Jimin of BTS),https://open.spotify.com/album/664YJTJqj4tcY4y74AWgvz,TAEYANG,75,2023-01-13,https://open.spotify.com/track/14XLUySagFhP9KoqOTg5ka,175775,False
125,Next Level,Next Level,https://open.spotify.com/album/2CzbrboOLzeRoaaH1N5K0N,aespa,75,2021-05-17,https://open.spotify.com/track/2zrhoHlFKxFTRF5aMyxMoQ,221573,False
